RIVAL,PLAY #,HF,ODK,SERIES,DN,DIST,YARD LN,OFF FORM,OFF STR,MOTION,MOTION DIR,OFF PLAY,PLAY TYPE,RESULT,PI,PC,GN/LS,PLAY DIR,PASS ZONE,COVERAGE,PASSER_Jersey,PASSER_Name,RECEIVER_Jersey,RECEIVER_Name,INTERCEPTED BY_Jersey,INTERCEPTED BY_Name,KEY PLAYER_Jersey,KEY PLAYER_Name,TACKLER1_Jersey,TACKLER1_Name,BLZ_Jersey,BLZ_Name,RUSHER_Jersey,RUSHER_Name
FRA,61,2,D,7,2,10,-15,TRIPS,R,,,C-STICK,Pass,Complete,1,1,6,L,1,DALLAS,,,,,,,,,5,Estefanía Sastre Lois,1,María Vidal,,
FRA,62,2,D,7,3,4,-21,SLOT,R,,,DOBLE QB,Pass,Batted Down,1,0,0,L,1,DALLAS,,,,,,,13,Cris Gómez,,,7,Elvira Núñez Calzado,,
FRA,63,2,D,7,4,4,-21,TRIPS,R,,,Y-STICK,Pass,Penalty,,,10,R,9,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,64,2,D,7,1,19,19,TRIPS,R,,,,Pass,Complete,1,1,10,L,1,DALLAS,,,,,,,,,6,Laia Girona,1,María Vidal,,
FRA,65,2,D,7,2,9,9,SLOT,R,,,,Pass,Complete,1,1,3,R,3,GOAL LINE,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,66,2,D,7,3,6,6,ARROW,L,,,GADCHET PASE,Pass,"Complete, TD",1,1,6,L,1,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,67,2,K,7,0,5,5,SLOT,R,,,,Extra Pt. Block,Good,1,1,5,L,1,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,68,2,O,7,1,20,-5,SLOT,R,,,SHOOT-GO,Pass,Complete,1,1,8,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
FRA,69,2,O,7,2,12,-13,SLOT TIGHT,R,,,Z-REVERSE,Run,Rush,,,27,L,,,,,,,,,,,,,,,4,Maria del Mar
FRA,70,2,O,7,1,10,10,ISO,L,,,ISO DRAG,Pass,Batted Down,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
FRA,71,2,O,7,2,10,10,DOBLE TIGHT,R,,,FRENCHIE,Pass,Incomplete,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
FRA,72,2,O,7,3,10,10,SLOT,R,,,HITCHES,Pass,Batted Down,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
FRA,73,2,O,7,4,10,10,SLOT,L,,,L-CROSS,Pass,Dropped,1,0,0,L,5,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
FRA,74,2,D,8,1,20,-5,SLOT,R,,,GANCHOS,Pass,Complete,1,1,6,L,1,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,75,2,D,8,2,14,-11,ARROW,L,,,MESH Y-STICK,Pass,Complete,1,1,12,L,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,76,2,D,8,3,2,-23,TRIPS,R,,,Y-WHEEL,Pass,Incomplete,1,0,0,R,9,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,77,2,D,8,4,2,-23,BUNCH,R,,,GADCHET,Run,1st DN,,,10,L,,,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
FRA,78,2,D,8,1,17,17,SLOT,R,,,,Pass,Incomplete,1,0,0,L,1,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,79,2,D,8,2,17,17,SLOT,R,,,,Pass,Complete,1,1,8,R,3,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,80,2,D,8,3,9,9,ARROW,R,,,GADCHET PASE,Pass,Complete,1,1,6,L,1,GOAL LINE,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
FRA,81,2,D,8,4,3,3,BUNCH,L,,,,Pass,"Complete, TD",1,1,3,L,4,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,82,2,K,8,0,5,5,TRIPS,L,,,,2 Pt. Defend,Good,1,1,,L,1,GOAL LINE,,,,,,,,,,,1,María Vidal,,
FRA,83,2,O,8,1,20,-5,SLOT TIGHT,R,,,,Pass,Complete,1,1,8,L,2,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
FRA,84,2,O,8,2,12,-13,SLOT TIGHT,R,,,SHOOT-GO,Pass,Penalty,,,-10,L,1,,10,Monica Rafecas,,,,,,,,,,,,
FRA,85,2,O,8,3,21,-4,SLOT,L,,,HITCHES,Pass,Complete,1,1,8,R,3,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
FRA,86,2,O,8,4,13,-12,SLOT,R,,,,Pass,Incomplete,1,0,0,R,5,,10,Monica Rafecas,,,,,,,,,,,,
FRA,87,2,D,9,1,20,-5,SLOT,L,,,Y-STICK,Pass,Complete,1,1,8,L,2,KANSAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
FRA,88,2,D,9,2,12,-13,SLOT,L,,,Y-STICK,Pass,Complete,1,1,7,L,1,KANSAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
FRA,89,2,D,9,3,5,-20,SLOT,R,,,Z-MEDIO,Pass,1st DN,1,1,8,L,1,JAULA,,,,,,,,,6,Laia Girona,1,María Vidal,,
FRA,90,2,D,9,1,22,22,SLOT,R,,,,Pass,Complete,1,1,5,R,3,JAULA,,,,,,,,,,,1,María Vidal,,
FRA,91,2,D,9,2,17,17,TIGHT,R,,,SMASH,Pass,Complete,1,1,5,R,3,JAULA,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
FRA,92,2,D,9,3,12,12,SLOT,R,,,,Pass,Offsetting Penalties,,,0,L,4,JAULA,,,,,,,,,,,7,Elvira Núñez Calzado,,
FRA,93,2,D,9,3,12,12,SLOT,L,,,C-CROSS,Pass,Incomplete,1,0,0,L,1,LINE,,,,,,,,,,,1,María Vidal,,
FRA,94,2,D,9,4,12,12,TRIPS,L,,,,Pass,Penalty,,,-5,,,LINE,,,,,,,,,,,1,María Vidal,,
FRA,95,2,D,9,4,17,17,SLOT,L,,,,Pass,Complete,1,1,15,R,6,LINE,,,,,,,,,6,Laia Girona,1,María Vidal,,
USA,1,1,O,1,1,20,-5,SLOT,R,,,,Pass,Complete,1,1,9,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
USA,2,1,O,1,2,11,-14,DOBLE TIGHT,R,,,,Pass,Penalty,,,-5,R,3,,10,Monica Rafecas,,,,,,,,,,,,
USA,3,1,O,1,3,16,-9,ISO,L,,,,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
USA,4,1,O,1,4,16,-9,SLOT TIGHT,R,,,,Run,Rush,,,2,L,,,,,,,,,,,,,,,4,Maria del Mar
USA,5,1,D,1,1,20,-5,SLOT,R,,,,Pass,1st DN,1,1,36,L,7,DALLAS,,,,,,,,,,,1,María Vidal,,
USA,6,1,D,1,1,9,9,ARROW,R,,,,Pass,Dropped,1,0,0,R,2,DALLAS,,,,,,,,,,,1,María Vidal,,
USA,7,1,D,1,2,9,9,TRIPS,L,,,,Pass,Complete,1,1,5,L,1,GOAL LINE,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,8,1,D,1,3,4,4,ARROW,R,,,,Pass,Incomplete,1,0,0,L,4,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,9,1,D,1,4,4,4,SLOT,R,,,,Pass,"Complete, TD",1,1,4,L,1,GOAL LINE,,,,,,,,,,,1,María Vidal,,
USA,10,1,K,1,0,5,5,USA,R,,,,Extra Pt. Block,No Good,1,0,0,R,2,GOAL LINE,,,,,,,,,,,,,,
USA,11,1,O,2,1,22,-2,SLOT,R,,,,Pass,Complete,1,1,5,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,12,1,O,2,2,17,-8,SLOT,L,,,X-MEDIO,Pass,Complete,1,1,9,R,2,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
USA,13,1,O,2,3,8,-17,ISO,L,,,,Pass,Incomplete,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
USA,14,1,O,2,4,8,-17,ISO,L,,,,Pass,"Complete, TD",1,1,33,L,4,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,15,1,K,2,0,5,-5,DOBLES,R,,,,Extra Pt.,Good,1,1,,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,16,1,D,2,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,11,R,3,DALLAS,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
USA,17,1,D,2,2,9,-16,SLOT,L,,,,Pass,Complete,1,1,3,R,3,DALLAS,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
USA,18,1,D,2,3,6,-19,SLOT,R,,,,Pass,Complete,1,1,2,L,1,KANSAS,,,,,,,,,5,Estefanía Sastre Lois,1,María Vidal,,
USA,19,1,D,2,4,4,-21,ARROW,R,,,,Pass,1st DN,1,1,6,L,2,INDIANA,,,,,,,,,13,Cris Gómez,1,María Vidal,,
USA,20,1,D,2,1,23,23,SLOT,R,,,,Pass,Complete,1,1,7,R,3,DALLAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,21,1,D,2,2,16,16,SLOT,L,,,,Pass,Incomplete,1,0,0,R,3,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,22,1,S,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
USA,23,1,D,2,3,16,16,SLOT,L,,,,Pass,Dropped,1,0,0,L,4,DALLAS,,,,,,,,,,,1,María Vidal,,
USA,24,1,D,2,4,16,16,I,R,,,,Pass,Batted Down,1,0,0,R,9,LINE,,,,,,,6,Laia Girona,,,1,María Vidal,,
USA,25,1,O,3,1,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
USA,26,1,O,3,2,20,-5,SLOT,R,,,,Pass,Complete,1,1,5,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,27,1,O,3,3,15,-10,SLOT,R,,,,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,28,1,O,3,4,8,-17,ISO,L,,,,Pass,1st DN,1,1,10,L,4,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,29,1,O,3,1,10,24,SLOT,L,,,,Pass,Incomplete,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
USA,30,1,O,3,2,24,24,SLOT TIGHT,L,,,,Pass,Complete,1,1,6,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,31,1,O,3,3,18,18,SLOT,L,,,,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
USA,32,1,O,3,4,18,18,TRIPS,R,,,,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
USA,33,1,D,3,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,10,L,1,DALLAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,34,1,D,3,2,10,-15,ARROW,R,,,,Pass,Complete,1,1,6,L,1,DALLAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,35,1,D,3,3,4,-21,BUNCH,R,,,,Pass,1st DN,1,1,5,R,1,DALLAS,,,,,,,,,,,1,María Vidal,,
USA,36,1,D,3,1,23,23,BUNCH,R,,,DOBLE QB,Pass,Complete,1,1,-17,L,1,DALLAS,,,,,,,,,,,1,María Vidal,,
USA,37,1,D,3,2,35,-15,BUNCH,R,,,,Pass,Incomplete,1,0,0,R,6,KANSAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,38,1,D,3,3,35,-15,BUNCH,R,,,,Pass,Complete,1,1,18,L,4,EAGLE,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,39,1,D,3,4,17,17,SLOT,L,,,,Pass,Incomplete,1,0,0,L,7,GOAL LINE,,,,,,,,,,,1,María Vidal,,
USA,40,1,O,4,1,20,-5,SLOT,R,,,,Pass,Complete,1,1,10,R,1,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,41,1,O,4,2,10,-15,SLOT,L,,,,Pass,Incomplete,1,0,0,L,1,,10,Monica Rafecas,,,,,,,,,,,,
USA,42,1,O,4,3,10,-15,SLOT,R,,,,Pass,1st DN,1,1,12,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,43,1,O,4,1,23,23,5-WIDE,BAL,,,,Pass,Complete,1,1,10,L,1,,9,Olga Sotillo Val,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,44,1,O,4,2,13,13,DOBLE TIGHT,R,,,,Pass,Complete,1,1,4,R,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,45,1,O,4,3,9,9,SLOT,R,,,,Pass,Incomplete,1,0,0,L,1,,10,Monica Rafecas,,,,,,,,,,,,
USA,46,2,D,4,1,20,-5,SLOT,L,,,,Pass,1st DN,1,1,31,L,7,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,47,2,D,4,1,14,14,ARROW,L,,,,Pass,Complete,1,1,4,R,3,KANSAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
USA,48,2,D,4,2,10,10,TRIPS,L,,,,Pass,Complete,1,1,6,R,2,GOAL LINE,,,,,,,,,6,Laia Girona,1,María Vidal,,
USA,49,2,D,4,3,4,4,SLOT,L,,,,Pass,Penalty,,,2,R,6,GOAL LINE,,,,,,,,,,,1,María Vidal,,
USA,50,2,D,4,1,2,2,BUNCH,L,,,,Pass,Incomplete,1,0,0,R,3,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,51,2,D,4,2,2,2,SLOT,L,,,,Pass,"Complete, TD",1,1,2,R,5,GOAL LINE,,,,,,,,,,,,,,
USA,52,2,K,4,0,5,-5,SLOT,L,,,,Extra Pt. Block,No Good,1,0,0,L,4,GOAL LINE,,,,,,,5,Estefanía Sastre Lois,,,,,,
USA,53,2,O,5,1,20,-5,TRIPS,L,,,,Pass,Complete,1,1,4,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,54,2,O,5,2,15,-9,ARROW,L,,,,Pass,Incomplete,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
USA,55,2,O,5,3,15,-9,5-WIDE,BAL,,,,Pass,Complete,1,1,2,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,56,2,O,5,4,13,-12,DOBLE TIGHT,R,,,,Run,Penalty,,,-5,,,,,,,,,,,,,,,,,
USA,57,2,O,5,4,18,-7,BUNCH,R,,,,Pass,Complete,1,1,9,R,3,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
USA,58,2,D,5,1,20,-5,ARROW,R,,,,Pass,Complete,1,1,7,R,3,KANSAS,,,,,,,,,6,Laia Girona,1,María Vidal,,
USA,59,2,D,5,2,13,-12,SLOT,L,,,,Pass,Complete,1,1,8,R,3,DALLAS,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
USA,60,2,D,5,3,5,-20,BUNCH,R,,,,Pass,1st DN,1,1,8,R,3,INDIANA,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
USA,61,2,D,5,1,22,22,BUNCH,R,,,ASPAS Z-BACK,Pass,"Complete, TD",1,1,22,L,8,KANSAS,,,,,,,,,,,1,María Vidal,,
USA,62,2,K,5,0,5,5,TRIPS,R,,,,Extra Pt. Block,No Good,1,0,0,R,6,GOAL LINE,,,,,,,,,,,1,María Vidal,,
USA,63,2,O,6,1,20,-5,SLOT,R,,,Z-MEDIO,Pass,Complete,1,1,17,R,5,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
USA,64,2,O,6,2,3,-22,DOBLE TIGHT,R,,,,Run,Penalty,,,-5,L,,,,,,,,,,,,,,,,
USA,65,2,O,6,2,8,-17,ISO,L,,,,Pass,Incomplete,1,0,0,L,2,,10,Monica Rafecas,,,,,,,,,,,,
USA,66,2,O,6,3,8,-17,5-WIDE,BAL,,,,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
USA,67,2,O,6,4,1,-24,SLOT,L,,,DAREDEVIL,Pass,1st DN,1,1,4,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
USA,68,2,O,6,1,21,21,SLOT,L,,,,Pass,Penalty,,,10,L,7,,,,,,,,,,,,,,,
USA,69,2,O,6,1,11,11,5-WIDE,BAL,,,,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
USA,70,2,O,6,2,11,11,DOBLE TIGHT,R,,,,Pass,Complete,1,1,9,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
USA,71,2,O,6,3,2,2,SLOT,R,,,,Pass,Incomplete,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
USA,72,2,O,6,4,2,2,SLOT,L,,,DAREDEVIL,Pass,"Complete, TD",1,1,2,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
USA,73,2,K,6,0,5,5,SLOT,R,,,,Extra Pt.,Good,1,1,,R,2,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
USA,74,2,D,6,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,10,R,3,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,75,2,D,6,2,10,-15,SLOT,L,,,GADCHET,Run,Rush,,,1,R,,KANSAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
USA,76,2,D,6,3,9,-16,BUNCH,R,,,,Pass,Incomplete,1,0,0,R,9,KANSAS,,,,,,,,,,,1,María Vidal,,
USA,77,2,D,6,4,9,-16,ARROW,R,,,ASPAS Z-BACK,Pass,1st DN,1,1,11,R,2,KANSAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
USA,78,2,D,6,1,23,23,SLOT,L,,,GADCHET,Run,Rush,,,0,R,,FALCON,,,,,,,,,7,Elvira Núñez Calzado,7,Elvira Núñez Calzado,,
USA,79,2,D,6,2,22,22,I,BAL,,,,Run,Rush,,,-12,,,,,,,,,,,,7,Elvira Núñez Calzado,7,Elvira Núñez Calzado,,
USA,80,2,D,6,3,32,-18,I,BAL,,,,Run,Rush,,,-1,,,,,,,,,,,,,,7,Elvira Núñez Calzado,,
ITA,1,1,D,1,1,20,-5,SLOT,R,,,,Pass,Complete,1,1,5,R,3,DALLAS,,,,,,,,,,,1,María Vidal,,
ITA,2,1,D,1,2,15,-10,SLOT,R,,,,Pass,Complete,1,1,5,R,3,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
ITA,3,1,D,1,3,10,-15,SLOT,L,,,,Pass,Complete,1,1,7,R,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
ITA,4,1,D,1,4,3,-22,DOBLE TIGHT,L,,,,Pass,1st DN,1,1,5,R,3,DALLAS,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
ITA,5,1,D,1,1,23,23,SLOT,R,,,,Pass,Dropped,1,0,0,R,3,FALCON,,,,,,,,,,,7,Elvira Núñez Calzado,,
ITA,6,1,D,1,2,23,23,TRIPS,R,,,,Pass,Complete,1,1,10,R,3,DALLAS,,,,,,,,,6,Laia Girona,1,María Vidal,,
ITA,7,1,D,1,3,13,13,TRIPS,R,,,,Pass,Complete,1,1,6,R,3,REGULAR,,,,,,,,,,,1,María Vidal,,
ITA,8,1,D,1,4,7,7,SLOT,R,,,,Pass,"Complete, TD",1,1,7,L,7,GOAL LINE,,,,,,,,,,,7,Elvira Núñez Calzado,,
ITA,9,1,K,1,0,5,5,SLOT,R,,,,Extra Pt. Block,Good,1,1,5,R,2,REGULAR,,,,,,,,,,,7,Elvira Núñez Calzado,,
ITA,10,1,O,1,1,20,-5,SLOT,R,,,HITCHES,Pass,Interception,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
ITA,11,1,D,2,1,8,8,DOBLE TIGHT,R,,,,Run,Penalty,,,-10,L,,GOAL LINE,,,,,,,,,6,Laia Girona,1,María Vidal,,
ITA,12,1,D,2,2,18,18,SLOT,R,,,,Pass,Batted Down,1,0,0,R,9,DALLAS,,,,,,,5,Estefanía Sastre Lois,,,1,María Vidal,,
ITA,13,1,D,2,3,18,18,SLOT,L,,,,Pass,Complete,1,1,6,L,1,KANSAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
ITA,14,1,D,2,4,12,12,SLOT,L,,,,Pass,Batted Down,1,0,0,L,5,USA,,,,,,,13,Cris Gómez,,,7,Elvira Núñez Calzado,,
ITA,15,1,O,2,1,20,-5,SLOT,R,,,ASPAS,Pass,Complete,1,1,13,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,16,1,O,2,2,7,-18,SLOT,R,,,XP-2,Pass,Incomplete,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
ITA,17,1,O,2,3,7,-18,SLOT,L,,,,Pass,1st DN,1,1,9,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,18,1,O,2,1,23,23,,,,,FRENCHIE Y-GO,Pass,Complete,1,1,10,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,19,1,O,2,2,13,13,5-WIDE,,,,HONEY,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,20,1,O,2,3,6,6,SLOT,L,,,BREAD AND BUTTER,Pass,"Complete, TD",1,1,6,L,1,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
ITA,21,1,K,2,0,5,5,ISO,L,,,ISO BUNCH5,Extra Pt.,Good,1,1,,R,6,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,22,1,D,3,1,20,-5,TRIPS,R,,,,Pass,Complete,1,1,10,R,2,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
ITA,23,1,D,3,2,10,-15,SLOT,R,,,,Pass,Complete,1,1,7,L,1,FALCON,,,,,,,,,6,Laia Girona,1,María Vidal,,
ITA,24,1,D,3,3,3,-22,SLOT,L,,,,Pass,1st DN,1,1,5,R,3,FALCON SPECIAL,,,,,,,,,13,Cris Gómez,7,Elvira Núñez Calzado,,
ITA,25,1,D,3,1,23,23,SLOT,L,,,,Pass,Complete,1,1,2,L,1,DALLAS,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
ITA,26,1,D,3,2,21,21,TRIPS,L,,,,Pass,Complete,1,1,5,L,1,KANSAS,,,,,,,,,6,Laia Girona,1,María Vidal,,
ITA,27,1,D,3,3,16,16,SLOT,L,,,,Pass,Complete,1,1,6,R,3,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
ITA,28,1,D,3,4,10,10,BUNCH,R,,,,Pass,Batted Down,1,0,0,R,9,USA,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
ITA,29,1,O,3,1,20,-5,5-WIDE,R,,,HONEY,Run,Rush,,,4,L,,,,,,,,,,,,,,,3,Violeta Alexandra Wiksten
ITA,30,1,O,3,2,16,-9,SLOT,R,,,HITCHES,Pass,Complete,1,1,8,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
ITA,31,1,O,3,3,8,-17,SLOT,R,,,Z-MEDIO,Pass,1st DN,1,1,15,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,32,1,O,3,1,18,18,SLOT TIGHT,R,,,ASPAS,Pass,Complete,1,1,5,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,33,1,O,3,2,13,13,SLOT TIGHT,R,,,Z-REVERSE,Run,Rush,,,5,L,,,,,,,,,,,,,,,4,Maria del Mar
ITA,34,1,O,3,3,8,8,ISO,R,,,COOKIE JAR,Pass,Incomplete,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
ITA,35,1,O,3,4,8,8,5-WIDE,R,,,XP-2,Pass,"Complete, TD",1,1,8,R,9,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
ITA,36,1,K,3,0,5,5,BUNCH,R,,,X LEAK,Extra Pt.,Good,1,1,,R,2,,10,Monica Rafecas,7,Elvira Núñez Calzado,,,,,,,,,,
ITA,37,1,D,4,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,4,R,1,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
ITA,38,1,D,4,2,16,-9,SLOT,L,,,,Pass,Complete,1,1,7,L,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
ITA,39,1,D,4,3,9,-16,SLOT,R,,,,Pass,Complete,1,1,8,R,3,DALLAS,,,,,,,,,8,Ana Leal,2,Victoria Sanchez Segarra,,
ITA,40,1,D,4,4,1,-24,SLOT,R,,,,Run,1st DN,,,5,R,,KANSAS,,,,,,,,,2,Victoria Sanchez Segarra,2,Victoria Sanchez Segarra,,
ITA,41,1,D,4,1,21,21,SLOT,L,,,,Pass,Batted Down,1,0,0,L,4,DALLAS,,,,,,,8,Ana Leal,,,1,María Vidal,,
ITA,42,1,D,4,2,21,21,ARROW,R,,,,Pass,"Interception, Def TD",1,0,0,L,2,DALLAS,,,,,13,Cris Gómez,,,,,1,María Vidal,,
ITA,43,1,K,4,0,5,5,SLOT,R,,,,Extra Pt.,Good,1,1,,L,2,,10,Monica Rafecas,,,,,,,,,,,,
ITA,44,1,D,5,1,20,-5,TRIPS,R,,,,Pass,Interception,1,0,0,R,2,DALLAS,,,,,2,Victoria Sanchez Segarra,,,,,2,Victoria Sanchez Segarra,,
ITA,45,1,O,4,1,3,3,SLOT,L,,,DAREDEVIL,Pass,Penalty,,,-10,L,2,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
ITA,46,1,O,4,2,13,13,DOBLE TIGHT,,,,FRENCHIE,Pass,Complete,1,1,10,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,47,1,O,4,3,3,3,SLOT,L,,,DAREDEVIL,Pass,Incomplete,1,0,0,L,,,10,Monica Rafecas,,,,,,,,,,,,
ITA,48,1,O,4,4,3,3,SLOT,R,,,BREAD AND BUTTER,Pass,"Complete, TD",1,1,3,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
ITA,49,1,K,4,0,5,5,BUNCH,L,,,Z-LEAK,Extra Pt.,No Good,1,0,,R,2,,10,Monica Rafecas,,,,,,,,,,,,
ITA,50,2,O,5,1,20,-5,SLOT,R,,,C-CROSS,Pass,Dropped,1,0,0,L,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
ITA,51,2,O,5,2,20,-5,ISO,L,,,ISO DRAG,Pass,Complete,1,1,5,R,1,,10,Monica Rafecas,7,Elvira Núñez Calzado,,,,,,,,,,
ITA,52,2,O,5,3,15,-10,SLOT,R,,,C-CROSS,Pass,Complete,1,1,8,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
